,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
84,1017/E," The first line contains two integers n n , m m ( 3_,m 10 5 3 )  the number of power sources in each engine. Each of the next n n lines contains two integers x i x and y i y ( 0 x i , y i  10 8 0 )  the coordinates of the i i -th power source in the first engine. Each of the next m m lines contains two integers x i x and y i y ( 0 x i , y i  10 8 0 )  the coordinates of the i i -th power source in the second engine. It is guaranteed that there are no two or more power sources that are located in the same point in each engine.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
85,1017/F," The only line contains five integers n n , A A , B B , C C , and D D ( 1_3 10 8 1 , 0_,B,C,D 10 6 0 ).",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,1017/G," The first line contains two integers n n and q q ( 2_ 10 5 2 , 1_ 10 5 1 )  the number of vertices and the number of queries. The second line contains n1 n integers p 2 , p 3 ,, p n p ( 1 p i <i 1 ), where p i p means that there is an edge between vertices i i and p i p . Each of the next q q lines contains two integers t i t and v i v ( 1 t i 3 1 , 1 v i _ 1 )  the type of the i i -th query and the vertex of the i i -th query. It is guaranteed that the given graph is a tree.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,1017/H," The first line contains three integers n n , m m , and q q ( 1_,m,q 10 5 1 , n+q 10 5 n )  the number of films on the shelf initially, the number of endings, and the number of months. The second line contains n n integers e 1 , e 2 ,, e n e ( 1 e i _ 1 )  the ending of the i i -th film on the shelf. Each of the next q q lines contains three integers l i l , r i r , and k i k ( 1 l i  r i _,0 k i  10 5 1 )  the i i -th query. It is guaranteed that there will be only no more than 100 100 different k k values.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,1019/A," The first line of input contains two integers n n and m m ( 1_,m3000 1 )  the number of voters and the number of parties respectively. Each of the following n n lines contains two integers p i p and c i c ( 1 p i _ 1 , 1 c i  10 9 1 )  the index of this voter's preferred party and the number of bytecoins needed for him to reconsider his decision. The United Party of Berland has the index 1 1 .",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
89,1019/B, At the beginning the even integer n (2_____100000) is given  the total number of students. You are allowed to ask no more than 60 questions.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,1019/C," The first line of input contains two positive integers n n and m m ( 1_1000000 1 , 1_1000000 1 )  the number of vertices and the number of edges in the directed graph. Each of the following m m lines describes a corresponding edge. Each one contains two integers a i a and b i b ( 1 a i , b i _ 1 , a i  b i a )  the beginning and the end of the i i -th edge. The graph may contain multiple edges between the same pair of vertices.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
91,1019/D," The first line of input contains two integers n n and S S ( 3_2000 3 , 1_2 10 18 1 )  the number of cities on the map and the area of the triangle to be found. The next n n lines contain descriptions of the cities, one per line. Each city is described by its integer coordinates x i x , y i y (  10 9  x i , y i  10 9  ). It is guaranteed that all cities are located at distinct points. It is also guaranteed that no three cities lie on the same line.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
92,1019/E," In the first line you are given two integers n n and m m   the number of houses in the camp and the number of raining days ( 1_100000 1 ; 1_1000000 1 ). In the next n1 n lines you are given the integers u i u , v i v , a i a , b i b   description of pathways ( 1 u i , v i _ 1 ; 0 a i  10 5 0 ; 0 b i  10 9 0 ). i i -th pathway connects houses u i u and v i v , and in day t t requires a i _+ b i a seconds to pass through. It is guaranteed that every two houses are connected by a sequence of pathways.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
93,1020/A," The first line of the input contains following integers: n: the number of towers in the building (1_____108), h: the number of floors in each tower (1_____108), a and b: the lowest and highest floor where it's possible to move between adjacent towers (1_________), k: total number of queries (1_____104). Next k lines contain description of the queries. Each description consists of four integers ta, fa, tb, fb (1___a,_b___, 1___a,_b___). This corresponds to a query to find the minimum travel time between fa-th floor of the ta-th tower and fb-th floor of the tb-th tower.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1020/B," The first line of the input contains the only integer n n ( 1_1000 1 )  the number of the naughty students. The second line contains n n integers p 1 p , ..., p n p ( 1 p i _ 1 ), where p i p indicates the student who was reported to the teacher by student i i .",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
95,1023/A," The first line contains two integers n n and m m ( 1_,m2 10 5 1 )  the length of the string s s and the length of the string t t , respectively. The second line contains string s s of length n n , which consists of lowercase Latin letters and at most one wildcard character '*'. The third line contains string t t of length m m , which consists only of lowercase Latin letters.",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
96,1023/B," The first line of the input contains two integers n n , k k ( 1_,k 10 14 1 )  the number of toys and the expected total cost of the pair of toys.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1023/C," The first line contains two integers n n and k k ( 2__2 10 5 2 , both n n and k k are even)  the length of s s and the length of the sequence you are asked to find. The second line is a string s s  regular bracket sequence of length n n .",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1023/D," The first line contains two integers n n and q q ( 1_,q2 10 5 1 )  the number of elements of the array and the number of queries perfomed on it. The second line contains n n integer numbers a 1 , a 2 ,, a n a ( 0 a i _ 0 )  the resulting array. If element at some position j j is equal to 0 0 then the value of element at this position can be any integer from 1 1 to q q .",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
99,1023/E, The only line of the input contains an integer n n ( 2_500 2 )  the size of the grid.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,1023/F," The first line of input will contain three integers n n , k k and m m ( 1_,k,m5 10 5 ,k_1 1 ), the number of nodes, the number of your connections, and the number of competitor connections, respectively. The next k k lines contain two integers g a i g and g b i g ( 1_ a i ,g b i _ 1 , g a i _ b i g ), representing one of your connections between nodes g a i g and g b i g . Your set of connections is guaranteed to be acyclic. The next m m lines contain three integers each, f a i f , f b i f and f w i f ( 1_ a i ,f b i _ 1 , f a i _ b i f , 1_ w i  10 9 1 ), denoting one of your competitor's connections between nodes f a i f and f b i f with cost f w i f . None of these connections connects a node to itself, and no pair of these connections connect the same pair of nodes. In addition, these connections are given by non-decreasing order of cost (that is, f w i1 _ w i f for all valid i i ). Note that there may be some connections that appear in both your set and your competitor's set (though no connection will appear twice in one of this sets). It is guaranteed that the union of all of your connections and your competitor's connections form a connected network.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
101,1023/G," The first line contains a single integer n n ( 1_ 10 5 1 )  the number of lakes in the system. The next n1 n lines describe the rivers. The i i -th of these lines contains three integers u i u , v i v , l i l ( 1 u i , v i _ 1 , u i  v i u , 1 l i  10 3 1 )  1 1 -based indices of lakes connected by the i i -th river, and the length of this river. The next line contains a single integer k k ( 1_ 10 5 1 )  the number of observations. The next k k lines describe the observations. The j j -th of these lines contains three integers d j d , f j f , p j p ( 1 d j  10 8 1 , 1 f j  10 4 1 , 1 p j _ 1 )  the day, the number of fish, and the lake index of the j j -th observation. No two observations happen on the same day at the same lake simultaneously.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102,1025/A," The first line contains a single integer n n ( 1_ 10 5 1 )  the number of puppies. The second line contains a string s s of length n n consisting of lowercase Latin letters, where the i i -th symbol denotes the i i -th puppy's color.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
103,1025/B," The first line contains a single integer n n ( 1_150000 1 )  the number of pairs. Each of the next n n lines contains two integer values a i a , b i b ( 2 a i , b i 2 10 9 2 ).",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
104,1025/C," The only line contains a string s s ( 1|s| 10 5 1 , where |s| | denotes the length of the string s s ) comprised of lowercase English letters 'b' and 'w' only, where 'w' denotes a white piece and 'b' denotes a black piece.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
105,1025/D, The first line contains the number of vertices n n ( 2_700 2 ). The second line features n n distinct integers a i a ( 2 a i  10 9 2 )  the values of vertices in ascending order.,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
106,1025/E," The first line contains two integers n n and m m ( 1__50 1 ). Each of the next m m lines contains two integers x i x , y i y ( 1 x i , y i _ 1 ), the initial positions of the cubes. The next m m lines describe the designated places for the cubes in the same format and order. It is guaranteed that all initial positions are distinct and all designated places are distinct, however, it is possible that some initial positions coincide with some final positions.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107,1025/F," The first line of the input contains an integer n n ( 6_2000 6 )  the number of points. Each of the next n n lines contains two integers x i x and y i y ( | x i |,| y i | 10 9 | )  the coordinates of a point. No two points coincide and no three points are collinear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,1025/G," The first line contains a single integer n n ( 2_500 2 ), the number of startups. The next line will contain n n space-separated integers a 1 , a 2 ,, a n a ( a i =1 a or 1 a i _ 1 ). If a i =1 a , then that means startup i i is active. Otherwise, if 1 a i _ 1 , then startup i i is acquired, and it is currently following startup a i a . It is guaranteed if a i __1 a , then a a i =1 a (that is, all startups that are being followed are active).",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,1027/A," The first line contains a single integer T T ( 1_50 1 )  the number of strings in a testcase. Then 2T 2 lines follow  lines (2i1) ( and 2i 2 of them describe the i i -th string. The first line of the pair contains a single integer n n ( 2_100 2 , n n is even)  the length of the corresponding string. The second line of the pair contains a string s s , consisting of n n lowercase Latin letters.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
110,1027/B," The first line contains two integers n n and q q ( 1_ 10 9 1 , 1_ 10 5 1 )  the size of the board and the number of queries. The next q q lines contain two integers each. The i i -th line contains two integers x i , y i x ( 1 x i , y i _ 1 )  description of the i i -th query.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,1027/C," The first line contains a single integer T T ( T1 T )  the number of lists of sticks in the testcase. Then 2T 2 lines follow  lines (2i1) ( and 2i 2 of them describe the i i -th list. The first line of the pair contains a single integer n n ( 4_ 10 6 4 )  the number of sticks in the i i -th list. The second line of the pair contains n n integers a 1 , a 2 ,, a n a ( 1 a j  10 4 1 )  lengths of the sticks in the i i -th list. It is guaranteed that for each list there exists a way to choose four sticks so that they form a rectangle. The total number of sticks in all T T lists doesn't exceed 10 6 10 in each testcase.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,1027/D," The first line contains as single integers n n ( 1_2 10 5 1 )  the number of rooms in the dormitory. The second line contains n n integers c 1 , c 2 ,, c n c ( 1 c i  10 4 1 )  c i c is the cost of setting the trap in room number i i . The third line contains n n integers a 1 , a 2 ,, a n a ( 1 a i _ 1 )  a i a is the room the mouse will run to the next second after being in room i i .",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
113,1027/E," A single line contains two integers n n and k k ( 1_500 1 , 1_ n 2 1 )  the number of rows and columns of the board and the maximum number of tiles inside the rectangle of the single color, respectively.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1027/F," The first line of the input contains one integer n n ( 1_ 10 6 1 )  the number of exams. The next n n lines contain two integers each: a i a and b i b ( 1 a i < b i  10 9 1 ), where a i a is the number of day of the first passing the i i -th exam and b i b is the number of day of the second passing the i i -th exam.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
115,1027/G," The only line contains two integers m m and x x ( 2_ 10 14 2 , 1_<m 1 , GCD(x,m)=1 GCD )  the number of rooms and the parameter of x x -mouse.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1028/A," The first line contains two integers n n and m m ( 1_,m115 1 )  the number of rows and the number of columns in the table. The i i -th of the next n n lines contains a string of m m characters s i1 s i2  s im s ( s ij s is 'W' for white cells and 'B' for black cells), describing the i i -th row of the table.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
